9225.l1;[0, 0, 1, 580500, -1853976094];[[8,7,49,43],[1,8,6,49],[1,14,0,1],[1118,377,127,741],[1709,14,1708,15],[1159,8,809,171],[211,14,1477,99],[1,0,14,1]];1722
9225.m1;[0, 0, 1, 64500, 68665781];[[8,7,49,43],[1,8,6,49],[3,4,1177,39],[1,14,0,1],[1602,127,377,257],[1709,14,1708,15],[211,14,1477,99],[1,0,14,1]];1722
9225.s1;[0, 0, 1, 2580, 549326];[[8,7,49,43],[1,8,6,49],[1,14,0,1],[1118,377,127,741],[1709,14,1708,15],[1159,8,809,171],[211,14,1477,99],[1,0,14,1]];1722
9225.t1;[0, 0, 1, 23220, -14831809];[[8,7,49,43],[1,8,6,49],[1,14,0,1],[1118,377,127,741],[1709,14,1708,15],[1159,8,809,171],[211,14,1477,99],[1,0,14,1]];1722
18772.d1;[0, 0, 0, -1474685, 1106816253];[[8,7,49,43],[3445,14,3444,15],[2668,7,259,3452],[1,8,6,49],[1,14,0,1],[1,0,14,1],[1642,1,1313,10],[2728,3219,2227,2967]];3458
18772.e1;[0, 0, 0, -4085, -161367];[[8,7,49,43],[2927,14,3199,99],[3445,14,3444,15],[1,8,6,49],[1,14,0,1],[1,0,14,1],[1238,2227,3219,999],[367,4,2395,39]];3458
57434.a1;[1, -1, 0, -26687, 2185229];[[8,7,17101,34210],[10202,11,2213,32],[1,8,6,49],[25663,14,0,1],[34203,14,34202,15],[26328,7,2625,34210],[1,0,14,1],[8,7,49,43],[11612,31165,7951,28117],[1,14,0,1]];34216
57434.b1;[1, -1, 0, -58951997, -226169608123];[[8,7,49,43],[1,8,6,49],[1,14,0,1],[25663,14,0,1],[1,0,14,1],[8,7,17101,34210],[34203,14,34202,15],[23840,16505,5503,15889],[26328,7,2625,34210],[10924,1,12415,10]];34216
68796.p1;[0, 0, 0, -68943, -5181946];[[8,7,49,43],[1,8,6,49],[925,14,1015,99],[1,14,0,1],[3,4,757,39],[1,0,14,1],[1079,14,1078,15],[742,677,117,1015],[547,14,553,99]];1092
68796.q1;[0, 0, 0, -30403863, -47990001906];[[8,7,49,43],[1,8,6,49],[925,14,1015,99],[1,14,0,1],[3,4,757,39],[1,0,14,1],[1079,14,1078,15],[742,677,117,1015],[547,14,553,99]];1092
68796.z1;[0, 0, 0, -620487, 139912542];[[8,7,49,43],[547,14,553,99],[925,14,1015,99],[1,8,6,49],[1,14,0,1],[739,8,599,171],[742,677,117,1015],[1,0,14,1],[1079,14,1078,15]];1092
68796.ba1;[0, 0, 0, -3378207, 1777407478];[[8,7,49,43],[547,14,553,99],[925,14,1015,99],[1,8,6,49],[1,14,0,1],[739,8,599,171],[742,677,117,1015],[1,0,14,1],[1079,14,1078,15]];1092
75088.q1;[0, 0, 0, -1474685, -1106816253];[[8,7,49,43],[2927,14,3199,99],[3445,14,3444,15],[1,8,6,49],[1,14,0,1],[193,8,2237,171],[1,0,14,1],[2728,3219,2227,2967]];3458
75088.r1;[0, 0, 0, -4085, 161367];[[8,7,49,43],[3445,14,3444,15],[2668,7,259,3452],[1,8,6,49],[1,14,0,1],[1,0,14,1],[1642,1,1313,10],[2728,3219,2227,2967]];3458
135759.d1;[0, -1, 1, -1606491, -783151477];[[8,7,49,43],[21484,7,21469,32208],[1,8,6,49],[1,14,0,1],[8740,1,20787,10],[1,0,14,1],[32201,14,32200,15],[2486,7,9905,32208],[6914,2309,11509,4605]];32214
135759.e1;[0, -1, 1, -5592196331, 160954711062458];[[8,7,49,43],[1,8,6,49],[6555,4,31151,39],[1,14,0,1],[10739,14,10745,99],[32201,14,32200,15],[12391,14,22309,99],[20712,11509,2309,23021],[1,0,14,1]];32214
147600.cb1;[0, 0, 0, 41280, -35156880];[[8,7,49,43],[1,8,6,49],[1688,7,245,1716],[1,14,0,1],[1602,127,377,257],[1709,14,1708,15],[1,0,14,1],[584,11,1177,32]];1722
147600.cc1;[0, 0, 0, 371520, 949235760];[[8,7,49,43],[1,8,6,49],[3,4,1177,39],[1,14,0,1],[1602,127,377,257],[1709,14,1708,15],[211,14,1477,99],[1,0,14,1]];1722
147600.fb1;[0, 0, 0, 9288000, 118654470000];[[8,7,49,43],[1,8,6,49],[3,4,1177,39],[1,14,0,1],[1602,127,377,257],[1709,14,1708,15],[211,14,1477,99],[1,0,14,1]];1722
147600.fc1;[0, 0, 0, 1032000, -4394610000];[[8,7,49,43],[1,8,6,49],[1,14,0,1],[1118,377,127,741],[1709,14,1708,15],[1159,8,809,171],[211,14,1477,99],[1,0,14,1]];1722
151686.d1;[1, -1, 0, -10100699637, -390726162285643];[[8,7,49,43],[5947,8,3203,171],[1,8,6,49],[6679,14,2233,99],[1,14,0,1],[2195,8,5611,171],[488,2393,799,321],[1,0,14,1],[8891,14,8890,15],[4453,14,4459,99]];8904
