66.c1;[1, 0, 0, -10065, -389499];[[1301,20,1300,21],[11,16,1080,971],[991,20,0,1],[1057,20,0,1],[1,10,10,101],[661,20,10,201],[1,0,20,1],[736,5,75,1306],[896,5,1275,1306],[1,20,0,1]];1320
66.c2;[1, 0, 0, -10055, -390309];[[1301,20,1300,21],[11,16,1080,971],[16,5,615,1306],[881,20,890,201],[666,5,385,46],[1057,20,0,1],[1,10,10,101],[1201,20,130,201],[1,0,20,1],[1,20,0,1]];1320
66.c3;[1, 0, 0, -45, 81];[[1301,20,1300,21],[1,20,0,1],[661,6,0,1],[1,10,10,101],[531,20,1300,1187],[11,16,1080,971],[1,0,20,1],[6,13,355,1136],[991,20,0,1],[606,13,875,1136]];1320
66.c4;[1, 0, 0, 115, 561];[[881,6,0,1],[1301,20,1300,21],[1201,6,0,1],[11,16,1080,971],[531,20,1300,1187],[666,5,385,46],[1,10,10,101],[6,13,575,1136],[1,0,20,1],[1,20,0,1]];1320
150.a1;[1, 1, 0, -20700, 1134000];[[54,115,65,38],[11,16,0,11],[101,20,100,21],[1,20,0,1],[31,20,70,81],[41,20,50,81],[1,0,20,1],[1,10,10,101],[16,5,15,106]];120
150.a2;[1, 1, 0, -1325, -19125];[[6,13,95,56],[11,16,0,11],[41,6,0,1],[18,115,65,74],[31,6,0,1],[1,20,0,1],[101,20,100,21],[1,0,20,1],[1,10,10,101]];120
150.a3;[1, 1, 0, -700, 34000];[[54,115,65,38],[61,20,10,81],[11,16,0,11],[101,20,100,21],[1,20,0,1],[31,20,70,81],[56,5,75,106],[1,0,20,1],[1,10,10,101]];120
150.a4;[1, 1, 0, -75, -375];[[61,20,10,81],[11,16,0,11],[101,20,100,21],[18,115,65,74],[1,20,0,1],[31,20,70,81],[56,5,75,106],[1,0,20,1],[1,10,10,101]];120
150.c1;[1, 0, 0, -828, 9072];[[11,16,0,11],[101,20,100,21],[1,20,0,1],[31,20,70,81],[41,20,50,81],[1,0,20,1],[66,5,55,82],[1,10,10,101],[16,5,15,106]];120
150.c2;[1, 0, 0, -53, -153];[[6,13,95,56],[11,16,0,11],[41,6,0,1],[31,6,0,1],[1,20,0,1],[102,5,55,46],[1,0,20,1],[101,20,100,21],[1,10,10,101]];120
