46.a1;[1, -1, 0, -170, -812];[[2,1,91,0],[1,2,2,5],[25,162,160,23],[3,4,8,11],[181,4,180,5],[1,4,0,1],[97,4,10,9],[1,0,4,1]];184
46.a2;[1, -1, 0, -10, -12];[[1,2,2,5],[25,162,160,23],[10,1,87,0],[3,4,8,11],[93,4,2,9],[181,4,180,5],[1,4,0,1],[1,0,4,1]];184
56.b1;[0, -1, 0, -40, -84];[[1,2,2,5],[17,4,34,9],[2,1,27,0],[3,4,8,11],[9,50,48,7],[53,4,52,5],[1,4,0,1],[1,0,4,1]];56
56.b2;[0, -1, 0, 0, -4];[[1,2,2,5],[29,4,2,9],[3,4,8,11],[9,50,48,7],[34,1,39,0],[53,4,52,5],[1,4,0,1],[1,0,4,1]];56
69.a1;[1, 0, 1, -16, -25];[[1,2,2,5],[1,4,0,1],[97,4,194,9],[273,4,272,5],[208,73,69,208],[1,0,4,1],[3,4,8,11],[94,1,91,0]];276
69.a2;[1, 0, 1, -1, -1];[[1,0,4,1],[185,4,94,9],[3,4,8,11],[1,2,2,5],[194,1,179,0],[1,4,0,1],[273,4,272,5],[73,208,68,207]];276
77.c1;[1, 1, 0, -51, 110];[[1,0,4,1],[3,4,8,11],[1,2,2,5],[1,4,0,1],[45,4,90,9],[114,1,251,0],[232,81,77,232],[305,4,304,5]];308
77.c2;[1, 1, 0, 4, 11];[[1,0,4,1],[90,1,263,0],[3,4,8,11],[1,2,2,5],[1,4,0,1],[81,232,76,231],[57,4,114,9],[305,4,304,5]];308
82.a1;[1, 0, 1, -12, -16];[[1,0,4,1],[3,4,8,11],[289,42,40,287],[325,4,324,5],[1,2,2,5],[1,4,0,1],[129,4,258,9],[2,1,163,0]];328
82.a2;[1, 0, 1, -2, 0];[[1,0,4,1],[3,4,8,11],[289,42,40,287],[325,4,324,5],[1,2,2,5],[1,4,0,1],[165,4,2,9],[258,1,199,0]];328
84.a1;[0, -1, 0, -36, -72];[[64,25,21,64],[62,1,11,0],[1,4,0,1],[29,4,58,9],[1,0,4,1],[81,4,80,5],[3,4,8,11],[1,2,2,5]];84
84.a2;[0, -1, 0, -1, -2];[[73,4,62,9],[1,4,0,1],[25,64,20,63],[1,0,4,1],[3,4,8,11],[81,4,80,5],[58,1,55,0],[1,2,2,5]];84
94.a1;[1, -1, 1, -10, -9];[[1,0,4,1],[3,4,8,11],[1,2,2,5],[1,4,0,1],[49,330,328,47],[2,1,187,0],[373,4,372,5],[193,4,10,9]];376
94.a2;[1, -1, 1, 0, -1];[[189,4,2,9],[1,0,4,1],[3,4,8,11],[1,2,2,5],[1,4,0,1],[49,330,328,47],[373,4,372,5],[10,1,183,0]];376
99.a1;[1, -1, 1, -17, 30];[[1,2,2,5],[92,1,43,0],[3,4,8,11],[100,37,33,100],[1,4,0,1],[13,4,26,9],[1,0,4,1],[129,4,128,5]];132
99.a2;[1, -1, 1, -2, 0];[[1,2,2,5],[92,1,43,0],[37,100,32,99],[3,4,8,11],[26,1,119,0],[1,4,0,1],[129,4,128,5],[1,0,4,1]];132
99.c1;[1, -1, 0, -150, -667];[[1,2,2,5],[92,1,43,0],[3,4,8,11],[100,37,33,100],[1,4,0,1],[13,4,26,9],[1,0,4,1],[129,4,128,5]];132
99.c2;[1, -1, 0, -15, 8];[[1,2,2,5],[92,1,43,0],[37,100,32,99],[3,4,8,11],[26,1,119,0],[1,4,0,1],[129,4,128,5],[1,0,4,1]];132
102.a1;[1, 1, 0, -2, 0];[[1,2,2,5],[89,52,16,119],[3,4,8,11],[133,4,132,5],[1,4,0,1],[74,1,31,0],[69,4,2,9],[1,0,4,1]];136
